antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"any_harmful=1, label=Speculation, sentiment=very_negative, topic=2020 / 2020 election / votes / election, verified=0","label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0",0.02719723569079864,0.17094410076352895,0.01876776458786156,0.690061475409836,4.036766828031197,1.0,0.014118557589444233,2.6749043228257703,0.7733088606039031,0.10462948578530372,0.6261548529169075,0.399925187130299
"label=Speculation, sentiment=very_negative, topic=2020 / 2020 election / votes / election, verified=0","any_harmful=1, label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0",0.02719723569079864,0.17094410076352895,0.01876776458786156,0.690061475409836,4.036766828031197,1.0,0.014118557589444233,2.6749043228257703,0.7733088606039031,0.10462948578530372,0.6261548529169075,0.399925187130299
"label=Sensationalism, label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, sensitive=0, verified=0",0.02357465306804882,0.19727748982890264,0.01876776458786156,0.7960992907801419,4.035428935509029,1.0,0.014117016207009652,3.936830397708686,0.7703557372547823,0.09287093215664644,0.7459885494223932,0.4456165639577664
"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, sensitive=0, verified=0",0.02357465306804882,0.19727748982890264,0.01876776458786156,0.7960992907801419,4.035428935509029,1.0,0.014117016207009652,3.936830397708686,0.7703557372547823,0.09287093215664644,0.7459885494223932,0.4456165639577664
"label=Sensationalism, label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","any_harmful=1, label=Conspiracy, sensitive=0, verified=0",0.02357465306804882,0.19727748982890264,0.01876776458786156,0.7960992907801419,4.035428935509029,1.0,0.014117016207009652,3.936830397708686,0.7703557372547823,0.09287093215664644,0.7459885494223932,0.4456165639577664
"label=Speculation, sensitive=0, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, label=Sensationalism, verified=0",0.027113637630273645,0.19513180627542775,0.021331438443961435,0.7867420349434738,4.031849291821707,1.0,0.01604070535846873,3.7741530240675134,0.7729318503998827,0.10617198335644938,0.73503989010963,0.4480300678109015
"any_harmful=1, label=Speculation, sensitive=0, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, label=Sensationalism, verified=0",0.027113637630273645,0.19513180627542775,0.021331438443961435,0.7867420349434738,4.031849291821707,1.0,0.01604070535846873,3.7741530240675134,0.7729318503998827,0.10617198335644938,0.73503989010963,0.4480300678109015
"label=Speculation, sensitive=0, sentiment=very_negative, topic=2020 / 2020 election / votes / election","any_harmful=1, label=Conspiracy, label=Sensationalism, verified=0",0.027113637630273645,0.19513180627542775,0.021331438443961435,0.7867420349434738,4.031849291821707,1.0,0.01604070535846873,3.7741530240675134,0.7729318503998827,0.10617198335644938,0.73503989010963,0.4480300678109015
"label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, sensitive=0, verified=0",0.023700050158836316,0.19727748982890264,0.01883742963829906,0.7948265726043504,4.0289775244692025,1.0,0.014161943234144745,3.9124097128969533,0.7700482515663107,0.0931899641577061,0.7444030473844347,0.4451567710115473
"any_harmful=1, label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, sensitive=0, verified=0",0.023700050158836316,0.19727748982890264,0.01883742963829906,0.7948265726043504,4.0289775244692025,1.0,0.014161943234144745,3.9124097128969533,0.7700482515663107,0.0931899641577061,0.7444030473844347,0.4451567710115473
"label=Speculation, period=post_election, sentiment=very_negative, topic=2020 / 2020 election / votes / election","any_harmful=1, label=Conspiracy, sensitive=0, verified=0",0.023700050158836316,0.19727748982890264,0.01883742963829906,0.7948265726043504,4.0289775244692025,1.0,0.014161943234144745,3.9124097128969533,0.7700482515663107,0.0931899641577061,0.7444030473844347,0.4451567710115473
"label=Speculation, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, label=Sensationalism, verified=0",0.027266900741236135,0.19513180627542775,0.021428969514573928,0.7858967807869187,4.027517583051677,1.0,0.016108329921403722,3.7592531148424526,0.7727793973800534,0.10662784248474763,0.733989712995979,0.447857351478786
"any_harmful=1, label=Speculation, sentiment=very_negative, topic=2020 / 2020 election / votes / election","label=Conspiracy, label=Sensationalism, verified=0",0.027266900741236135,0.19513180627542775,0.021428969514573928,0.7858967807869187,4.027517583051677,1.0,0.016108329921403722,3.7592531148424526,0.7727793973800534,0.10662784248474763,0.733989712995979,0.447857351478786
"label=Speculation, sentiment=very_negative, topic=2020 / 2020 election / votes / election","any_harmful=1, label=Conspiracy, label=Sensationalism, verified=0",0.027266900741236135,0.19513180627542775,0.021428969514573928,0.7858967807869187,4.027517583051677,1.0,0.016108329921403722,3.7592531148424526,0.7727793973800534,0.10662784248474763,0.733989712995979,0.447857351478786
